Case_ID,agent_profile_id,Resource,machine_name,duration_seconds,Process Name,Window Title,URL,Window,Activity,Step,Window Element,mouse_click_count,keypress_count,copy_count,paste_count,Start Time,EndTime
1092,ed2a3f9c-9c33-4f29-89ba-67489a256151,user3@apromore.com,LAPTOP2,0.0,chrome,00001038 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/5005i00000KvaibAAB/view,Salesforce,Status Escalated,Salesforce | Case,Reports,0,0,0,0,2025-06-11T19:10:08.511000,2025-06-11T19:10:08.511000
1188,f0c82cb6-ac31-4e20-b203-22e2a51ef65e,user22@apromore.com,LAPTOP3,15.19148830172427,chrome,Home | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/page/home,Salesforce,Created.,Salesforce | Home,Salesforce | Home,4,0,0,0,2025-06-11T19:05:11.872000,2025-06-11T19:05:27.937000
1292,4ae0ae47-a32f-4b72-9597-e01a2af9141e,user53@apromore.com,LAPTOP3,0.0,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Reports,0,0,0,0,2025-06-11T19:11:09.068000,2025-06-11T19:11:09.068000
1091,fe120edb-ba85-4c60-a8e5-2323ee5c15ce,user2@apromore.com,LAPTOP2,0.9771626758626631,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,1,0,0,0,2025-06-11T19:13:55.086000,2025-06-11T19:13:55.995000
1163,a64c0b22-6a12-4af5-a65c-bb1f9f08996b,user88@apromore.com,LAPTOP3,8.425700425517514,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,1,0,0,0,2025-06-11T19:06:44.452000,2025-06-11T19:06:53.465000
1167,ff25e606-91e9-4bc0-b539-09dcb0818689,user30@apromore.com,LAPTOP2,0.0,chrome,00001161 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J3000003iPRkIAM/view,Salesforce,Status On Hold,Salesforce | Case,Contacts,0,0,0,0,2025-06-11T17:15:00.666000,2025-06-11T17:15:00.666000
1061,262339cb-9b7c-4038-9e5f-7852456cf37a,user38@apromore.com,LAPTOP1,0.732390718562798,msedge,Recently Viewed | Accounts | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Account/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Accounts | Recently Viewed,Salesforce | Accounts | Recently Viewed,0,0,0,0,2025-06-11T12:23:11.151000,2025-06-11T12:23:11.935000
1177,fe120edb-ba85-4c60-a8e5-2323ee5c15ce,user2@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Contacts | Recently Viewed,Cases,0,0,0,0,2025-06-11T18:08:14.354000,2025-06-11T18:08:14.354000
1062,59fa6fc7-141c-4bd9-8beb-525e7be9e118,user64@apromore.com,LAPTOP2,0.0,chrome,00001179 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5MwSIAV/view,Salesforce,Status Working,Salesforce | Case,Cases,0,0,0,0,2025-06-11T17:15:37.994000,2025-06-11T17:15:37.994000
1168,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP1,0.5517599507782974,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Escalated,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000
1228,a93008ac-13eb-4e2f-add0-ce829be939ee,user21@apromore.com,LAPTOP1,7.435167271417775,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,Microsoft Excel,10,0,0,0,2025-06-11T12:32:06.113000,2025-06-11T12:32:12.903000
1095,6dca30bf-11f4-4e60-a9dc-4dc9bf134f7b,user33@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Created.,Salesforce | Cases | Recently Viewed,00001166,0,0,0,0,2025-06-11T17:15:40.092000,2025-06-11T17:15:40.092000
1272,29f33185-a3a7-415c-a44f-b03be0aa27c9,user76@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:13:53.979000,2025-06-11T19:13:53.979000
1080,21679609-c3fe-4b6a-9b4c-a870d1e1a5e6,user58@apromore.com,LAPTOP3,5.886661866370591,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,2,0,0,0,2025-06-11T19:06:29.887000,2025-06-11T19:06:35.776000
1213,f0c82cb6-ac31-4e20-b203-22e2a51ef65e,user22@apromore.com,LAPTOP2,0.5587776944386393,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T19:13:54.551000,2025-06-11T19:13:55.086000
1172,a93944e0-7b9a-4c31-b9da-d2418b4f964e,user89@apromore.com,LAPTOP2,0.0,EXCEL,Book2 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,E2,0,0,0,0,2025-06-11T17:17:12.650000,2025-06-11T17:17:12.650000
1232,cbde762d-f945-4099-84b2-87457855a719,user49@apromore.com,LAPTOP1,0.6468726225680504,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status Escalated,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000
1098,5ade9afa-1678-4f80-bc66-8e7197097233,user91@apromore.com,LAPTOP1,0.6136247987404843,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Working,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000
1161,39ff24d7-d5cb-4776-a76e-57887bf52a37,user59@apromore.com,LAPTOP2,0.0,EXCEL,Book2 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,C10,0,0,0,0,2025-06-11T18:07:42.556000,2025-06-11T18:07:42.556000
1175,17d3d65e-455a-4ec5-9db5-59d2e0118dbe,user42@apromore.com,LAPTOP1,10.063369394580455,msedge,00001176 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status On Hold,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000
1122,7bdeac73-219d-41a9-af41-2952061a27b9,user92@apromore.com,LAPTOP1,13.627448989135221,msedge,00001175 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Response Received,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000
1288,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP1,0.21408087608403437,msedge,Recently Viewed | Knowledge | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status In Progress,Salesforce | Dashboards | Recently Viewed,Salesforce | Dashboards | Recently Viewed,0,0,0,0,2025-06-11T12:21:07.416000,2025-06-11T12:21:07.622000
1188,5c036d8d-f313-439b-886c-9b1404c96683,user80@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Cases | Recently Viewed,00001179,0,0,0,0,2025-06-11T17:15:05.225000,2025-06-11T17:15:05.225000
1147,b0bed196-ead8-4805-854a-bf5c745a794b,user15@apromore.com,LAPTOP3,0.0,chrome,Recently Viewed Contacts | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=RecentlyViewedContacts,Salesforce,Status Response Received,Salesforce | Contacts,Recently Viewed Contacts | Contacts | Salesforce,0,0,0,0,2025-06-11T19:06:42.842000,2025-06-11T19:06:42.842000
1167,eb66da84-3895-4d1a-9a0c-7bd5df3a735e,user62@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,B5,0,0,0,0,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000
1147,eb66da84-3895-4d1a-9a0c-7bd5df3a735e,user62@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000
1189,0d35c009-4044-4820-bc6c-31ee1754bdee,user47@apromore.com,LAPTOP2,0.0,EXCEL,Book2 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,G9,0,0,0,0,2025-06-11T18:07:41.567000,2025-06-11T18:07:41.567000
1256,eb66da84-3895-4d1a-9a0c-7bd5df3a735e,user62@apromore.com,LAPTOP3,0.5399581720717291,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000Nc7yoIAB/view,Salesforce,Status In Progress,Salesforce,Salesforce,0,0,0,0,2025-06-11T19:05:43.296000,2025-06-11T19:05:43.872000
1278,1bc58877-c4a5-40e0-86e7-bdd7c361c4f6,user51@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000
1116,0a37bb64-569a-4e12-838f-04aef2437484,user55@apromore.com,LAPTOP1,12.783937487679617,msedge,00001178 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HeiIAF/view,Salesforce,Status Response Received,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:31:53.862000,2025-06-11T12:32:06.113000
1241,59fa6fc7-141c-4bd9-8beb-525e7be9e118,user64@apromore.com,LAPTOP3,14.478549386789263,chrome,New Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/new?count=2&nooverride=1&useRecordTypeCheck=1&navigationLocation=LIST_VIEW&backgroundContext=%2Flightning%2Fpage%2Fhome,Salesforce,Status Escalated,Salesforce | New,Salesforce | New,3,0,0,0,2025-06-11T19:05:28.844000,2025-06-11T19:05:43.119000
1283,ed2a3f9c-9c33-4f29-89ba-67489a256151,user3@apromore.com,LAPTOP1,0.1382104131451984,msedge,Lightning Experience | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status On Hold,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000
1063,1bc58877-c4a5-40e0-86e7-bdd7c361c4f6,user51@apromore.com,LAPTOP2,2.583360768250758,chrome,00001171 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E4D0tIAF/view,Salesforce,Status Waiting for Customer,Salesforce | Case,Salesforce | Case,1,0,0,0,2025-06-11T19:13:15.067000,2025-06-11T19:13:17.526000
1228,a7078f15-1245-490b-a882-09772a597bcd,user7@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,A3,0,0,0,0,2025-06-11T12:31:48.387000,2025-06-11T12:31:48.387000
1072,a93008ac-13eb-4e2f-add0-ce829be939ee,user21@apromore.com,LAPTOP1,0.12908312699436775,msedge,Lightning Experience | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status In Progress,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000
1084,34123454-9611-44d8-a78e-e54e135ad249,user73@apromore.com,LAPTOP1,0.13714452860236254,msedge,Recently Viewed | Accounts | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/home,Salesforce,Status Escalated,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,0,0,0,0,2025-06-11T12:23:12.913000,2025-06-11T12:23:13.062000
1182,af341ad2-fc63-4e6f-be9c-020ed506097a,user39@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,C4,0,0,0,0,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000
1185,b0f8f5ba-3e66-4bc4-a492-e3e8f42020c6,user18@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,A2,0,0,0,0,2025-06-11T12:31:47.182000,2025-06-11T12:31:47.182000
1210,e142b8d1-4ac1-48ab-9715-8ec3f9f6fa52,user4@apromore.com,LAPTOP3,0.9181696441571906,chrome,Home | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/new?count=2&nooverride=1&useRecordTypeCheck=1&navigationLocation=LIST_VIEW&backgroundContext=%2Flightning%2Fpage%2Fhome,Salesforce,Created.,Salesforce,Salesforce,0,0,0,0,2025-06-11T19:05:27.937000,2025-06-11T19:05:28.844000
1227,a93944e0-7b9a-4c31-b9da-d2418b4f964e,user89@apromore.com,LAPTOP2,0.0,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Knowledge,0,0,0,0,2025-06-11T19:13:55.754000,2025-06-11T19:13:55.754000
1254,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status Escalated,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:12:28.653000,2025-06-11T19:12:28.653000
1256,07cedeab-929f-4b09-90a8-43f5bad421f4,user14@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,C4,0,0,0,0,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000
1074,855d17f9-cf72-45e9-82cf-36a47482b80e,user9@apromore.com,LAPTOP2,5.107237056892501,chrome,00001161 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J3000003iPRkIAM/view,Salesforce,Status In Progress,Salesforce | Case,Salesforce | Case,3,0,0,0,2025-06-11T17:14:56.217000,2025-06-11T17:15:00.921000
1171,a26a7b50-6b93-4dd2-bce7-9655dca819d0,user90@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/home,Salesforce,Status In Progress,Salesforce | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T19:13:12.036000,2025-06-11T19:13:12.036000
1140,4ae0ae47-a32f-4b72-9597-e01a2af9141e,user53@apromore.com,LAPTOP3,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T19:06:33.862000,2025-06-11T19:06:33.862000
1079,fe120edb-ba85-4c60-a8e5-2323ee5c15ce,user2@apromore.com,LAPTOP3,5.357992828629442,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,2,0,0,0,2025-06-11T19:06:29.887000,2025-06-11T19:06:35.776000
1225,b40c6450-8ccc-48a4-87d8-ef5a2198c43c,user84@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Created.,Salesforce | Cases | Recently Viewed,Reports,0,0,0,0,2025-06-11T19:12:27.144000,2025-06-11T19:12:27.144000
1285,7bdeac73-219d-41a9-af41-2952061a27b9,user92@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T18:08:10.491000,2025-06-11T18:08:10.491000
1214,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP2,0.4946641403023829,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T19:13:54.551000,2025-06-11T19:13:55.086000
1275,f642052c-03cf-4abf-a641-837ef954b0ae,user71@apromore.com,LAPTOP3,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status Response Received,Salesforce | Reports,Cases,0,0,0,0,2025-06-11T19:12:25.409000,2025-06-11T19:12:25.409000
1063,106148de-7b09-497f-b258-908567bbe3d0,user44@apromore.com,LAPTOP2,0.5286354038962937,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/home,Salesforce,Status On Hold,Salesforce | Recently Viewed,Salesforce | Recently Viewed,0,0,0,0,2025-06-11T19:13:22.472000,2025-06-11T19:13:22.974000
1213,7abcb043-8f92-469e-9e3e-1689624e44bc,user8@apromore.com,LAPTOP2,1.7445955162370694,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Cases | Recently Viewed,Salesforce | Cases | Recently Viewed,1,0,0,0,2025-06-11T19:13:17.561000,2025-06-11T19:13:19.243000
1274,0d35c009-4044-4820-bc6c-31ee1754bdee,user47@apromore.com,LAPTOP2,5.990712862561349,chrome,00001179 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5MwSIAV/view,Salesforce,Created.,Salesforce | Case,Salesforce | Case,3,0,0,0,2025-06-11T17:15:32.687000,2025-06-11T17:15:38.225000
1153,81705214-8211-4ee3-9c9b-8ce420222a1d,user35@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000
1243,2f25f817-cda1-4087-9942-76d9292c00bc,user78@apromore.com,LAPTOP3,0.0,chrome,Recently Viewed | Accounts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list,Salesforce,Status Working,Salesforce | Contacts | Recently Viewed,Recently Viewed | Accounts | Salesforce,0,0,0,0,2025-06-11T19:10:43.736000,2025-06-11T19:10:43.736000
1256,1744d9f7-0f6f-49be-82b6-01397cdaf868,user81@apromore.com,LAPTOP2,0.5806734945380436,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Created.,Salesforce | Recently Viewed | Reports,Salesforce | Recently Viewed | Reports,0,0,0,0,2025-06-11T19:12:27.721000,2025-06-11T19:12:28.253000
1171,9b84f4b6-43d9-4f67-b22c-b42a2ac66f7f,user36@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T18:08:10.491000,2025-06-11T18:08:10.491000
1161,20c5922e-9f6a-4984-9fe8-1b4fb73a4f29,user50@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:13:53.979000,2025-06-11T19:13:53.979000
